src, tgt
76-44-15=, 17
34+13+13=, 60
65+91-93=, 63
71+88-35=, 124
11+84+28=, 123
58-24+64=, 98
54+21-43=, 32
95+93-74=, 114
75+34-16=, 93
85-33-24=, 28
21-84-62=, -125
87-55-50=, -18
50-52-36=, -38
36-62+66=, 40
86+68+98=, 252
92+63+31=, 186
11+14+80=, 105
40+78-13=, 105
14+33-74=, -27
46+42-46=, 42
17-30-47=, -60
28-33+42=, 37
61+68+85=, 214
97-56-57=, -16
14-69-41=, -96
13+40+70=, 123
61-49-11=, 1
74-17+66=, 123
27+82-16=, 93
51-93+55=, 13
17+98+78=, 193
94+74+48=, 216
57-42+13=, 28
73-18+90=, 145
73-57+83=, 99
27-76-73=, -122
69-98+30=, 1
72+38+23=, 133
23-31-31=, -39
21+48-60=, 9
13+58-91=, -20
65-31-58=, -24
34-41+79=, 72
31+56-17=, 70
91-85-55=, -49
36-44+76=, 68
15-58-64=, -107
80-15-54=, 11
51-29+32=, 54
83-68+66=, 81
36+77-95=, 18
93+54-69=, 78
76+19-96=, -1
29-56-77=, -104
59+88+88=, 235
61-60-28=, -27
24-63-70=, -109
67-31-43=, -7
61-71+26=, 16
61-38-94=, -71
47+34+95=, 176
43+35+86=, 164
59+27-89=, -3
96-81+21=, 36
26-64-70=, -108
84-91+52=, 45
66-32-85=, -51
56-45+18=, 29
57-26-28=, 3
29-59+63=, 33
43+80-10=, 113
76-65-77=, -66
99+61+99=, 259
86-14-46=, 26
66-42+75=, 99
80+31-42=, 69
69+15-20=, 64
43-86-65=, -108
61-33+45=, 73
36+23+77=, 136
62+44-72=, 34
55-93-35=, -73
39-97+16=, -42
51+53-41=, 63
73+88+59=, 220
18+61+28=, 107
77-61+86=, 102
19+12-29=, 2
34+64+94=, 192
64+73-58=, 79
57-63-43=, -49
95+90-78=, 107
33-73-38=, -78
85+99-58=, 126
52+54-83=, 23
21-56+17=, -18
89-41-89=, -41
84-64+45=, 65
49+74-34=, 89
11-29+10=, -8
99-31+99=, 167
79-59+55=, 75
94+89-42=, 141
34+98+51=, 183
87+62+82=, 231
66-93+70=, 43
18-46-32=, -60
13+35-71=, -23
46+46-23=, 69
41-50+64=, 55
53-35-25=, -7
86+99-67=, 118
72+98+38=, 208
93-33-61=, -1
63-29-23=, 11
97+71-22=, 146
48+47-50=, 45
86-82+79=, 83
14+63+53=, 130
81-46+96=, 131
57+97+94=, 248
22-61-14=, -53
85-26-57=, 2
98-33+87=, 152
65+66+68=, 199
16+86+59=, 161
27-25-38=, -36
53-89+34=, -2
93+86+39=, 218
42-29+81=, 94
18-90+44=, -28
25+77-36=, 66
44-24-22=, -2
55+21+75=, 151
29-96-90=, -157
59+16+23=, 98
70-12+78=, 136
15-19-82=, -86
37-27+88=, 98
85+90-30=, 145
99-65-50=, -16
41-67-47=, -73
34+40+46=, 120
14-46+49=, 17
85+53-45=, 93
95-17+14=, 92
70-23+60=, 107
74-34-33=, 7
27+14-60=, -19
72+21-21=, 72
50+21-36=, 35
31+29+25=, 85
23+54-66=, 11
67-45-87=, -65
66+97+23=, 186
47-63+53=, 37
23+90+43=, 156
29+94+36=, 159
80+66+71=, 217
38+94+15=, 147
31+22-64=, -11
63-54-22=, -13
66+20+24=, 110
90-21+30=, 99
84-45-41=, -2
81+92+46=, 219
69+83+13=, 165
83-24+89=, 148
58+84-23=, 119
82-71-69=, -58
94-95-36=, -37
48-46+22=, 24
14-78+85=, 21
99-76-31=, -8
75+85+59=, 219
14-49+70=, 35
22+92+89=, 203
80-60-96=, -76
84+75+19=, 178
36+71-93=, 14
16+49+18=, 83
33-81+19=, -29
73-69+68=, 72
31+72+91=, 194
10+22-79=, -47
90+74+56=, 220
97+80-72=, 105
94-15-25=, 54
44-84+62=, 22
35+93+53=, 181
44+75+40=, 159
56+30-23=, 63
95-27+99=, 167
90-35-30=, 25
69+93+74=, 236
56+57-53=, 60
43-99+89=, 33
73-23-36=, 14
62+74-21=, 115
68+59-90=, 37
37-39-19=, -21
95+69-49=, 115
53+14-90=, -23
61+88+28=, 177
23-31-87=, -95
22-97+48=, -27
26+28-83=, -29
20-60-23=, -63
45-76+63=, 32
11+98-73=, 36
33-43-80=, -90
67-77+26=, 16
16+70+83=, 169
69+61-19=, 111
72+15-75=, 12
23-11-80=, -68
95-55-84=, -44
28+86+94=, 208
86-75-63=, -52
15-71+74=, 18
91+10+43=, 144
29-49-43=, -63
84+82+52=, 218
13-67-72=, -126
73+76-86=, 63
15+14-36=, -7
12+62+78=, 152
65-83-95=, -113
97-12+21=, 106
28+46-37=, 37
96+37-30=, 103
14+33-81=, -34
82-16+65=, 131
77-69+53=, 61
38+60-92=, 6
24-28+60=, 56
59-15+19=, 63
28-42-86=, -100
13-39+46=, 20
32+59+36=, 127
42-72+32=, 2
69+30+43=, 142
21+81-41=, 61
12-60+11=, -37
11+32+41=, 84
29+37+83=, 149
86+77-65=, 98
57+30-59=, 28
72+53+31=, 156
17+30+29=, 76
96+61+97=, 254
53-49-52=, -48
90-49+75=, 116
60-88+43=, 15
86-46-33=, 7
58+57-96=, 19
35-59-48=, -72
31+41-79=, -7
20+35-13=, 42
35-16+17=, 36
45-28+35=, 52
99-81+95=, 113
98-56-54=, -12
33-45+74=, 62
75+28-70=, 33
27+61+88=, 176
74-65-59=, -50
59+41+71=, 171
70-33-98=, -61
84-84+81=, 81
56+77+32=, 165
61+71-56=, 76
68+87+56=, 211
11-40-13=, -42
34+17-48=, 3
44-94-18=, -68
67+81+48=, 196
85+60-29=, 116
68+41-53=, 56
54+30+59=, 143
91-17+57=, 131
55+77-13=, 119
14+15+13=, 42
22+16-25=, 13
61+64+47=, 172
31+76-60=, 47
33-71-57=, -95
73+31-96=, 8
30+25+78=, 133
21-52-79=, -110
41-13+11=, 39
13-91-62=, -140
41-43+26=, 24
20+39+74=, 133
37-77-91=, -131
14+83+21=, 118
58+17+95=, 170
32-77+86=, 41
76+96+81=, 253
68+89-39=, 118
54-61-70=, -77
15-24+73=, 64
70+92-51=, 111
59+46-95=, 10
79+73+84=, 236
98+17+49=, 164
68+74-63=, 79
63-48+38=, 53
54-53+59=, 60
55+95+77=, 227
37-95-25=, -83
40-83+39=, -4
94+26-75=, 45
83+65-40=, 108
78-77+86=, 87
61-38-68=, -45
19-22-19=, -22
48-31-99=, -82
59-87-33=, -61
95-31+79=, 143
89-18+80=, 151
46+71+61=, 178
10-92-39=, -121
49-96+66=, 19
47-19+97=, 125
87+15+96=, 198
98-72-23=, 3
53+17-75=, -5
76-50-20=, 6
57-89-25=, -57
40-67-75=, -102
45+60-90=, 15
24-74+43=, -7
48+97+67=, 212
63-14+65=, 114
24-82+18=, -40
23-33-65=, -75
61-18+55=, 98
91-71-20=, 0
40-72-15=, -47
29-14+95=, 110
90+82+32=, 204
31+86+29=, 146
13+81-78=, 16
34-56-13=, -35
73-65-60=, -52
35-30-10=, -5
67+51-57=, 61
44+38-50=, 32
84-49+58=, 93
23+86-13=, 96
85+55+13=, 153
74+51-31=, 94
61+23-85=, -1
25-55-27=, -57
87+77-79=, 85
85+99-32=, 152
93-88+20=, 25
41-55+16=, 2
18-14+80=, 84
50-60-75=, -85
81+29+78=, 188
51-97-93=, -139
58-71+75=, 62
53-38+96=, 111
64-99+95=, 60
21+65+50=, 136
82-23+57=, 116
11-65-25=, -79
30-99-75=, -144
59+24-44=, 39
39+18+10=, 67
20-33-90=, -103
89-49-89=, -49
34+88+58=, 180
59+55+51=, 165
10+51-36=, 25
36-50-46=, -60
27-64+59=, 22
58+30-55=, 33
28-69+89=, 48
47-40-10=, -3
30-74+61=, 17
47+14-80=, -19
81+69+76=, 226
27-75+65=, 17
11-72-89=, -150
80-68+78=, 90
23+22+88=, 133
46+46+92=, 184
24+67-16=, 75
65+94-71=, 88
92-96+23=, 19
51+83+11=, 145
84-81+35=, 38
79+78+13=, 170
42-84+54=, 12
93+59-34=, 118
88-47+62=, 103
13-24-57=, -68
43+50+50=, 143
84+13+73=, 170
28-74+46=, 0
92-12-24=, 56
35+61+47=, 143
71-97+34=, 8
65+32+48=, 145
48-55-93=, -100
34+94+51=, 179
99+86+87=, 272
53-47-83=, -77
73+69+69=, 211
42+98-68=, 72
59+81+99=, 239
16-87-41=, -112
93-80+29=, 42
38+68+15=, 121
45-42-47=, -44
37+92+40=, 169
18+90-95=, 13
38-19-27=, -8
79+23+83=, 185
67+90+75=, 232
40+39-63=, 16
32-49+65=, 48
27+91+89=, 207
16-23+26=, 19
48-91+16=, -27
29-54+58=, 33
86-88-85=, -87
59-55+28=, 32
11+86-61=, 36
40-76+58=, 22
74+65+79=, 218
25-49-38=, -62
61-69-10=, -18
11+51-67=, -5
23+46+40=, 109
87-55-41=, -9
68-13+53=, 108
98-79+22=, 41
67-37+55=, 85
30+41+53=, 124
28+93-70=, 51
46-56+97=, 87
15-61+25=, -21
68-43+58=, 83
25+56+16=, 97
99+47-48=, 98
58-78-13=, -33
89-78+70=, 81
21+73-87=, 7
53-74+80=, 59
93+83-32=, 144
10+62+33=, 105
85-41+65=, 109
24+40+49=, 113
84+40-42=, 82
63-75+26=, 14
22+25+59=, 106
70+67-93=, 44
47-38-92=, -83
58+70+83=, 211
22+87-61=, 48
86+94+38=, 218
37+94+35=, 166
61+69+94=, 224
38+14+41=, 93
23-18+42=, 47
13+72-33=, 52
74-55-54=, -35
49-36-49=, -36
17+69-10=, 76
49-32+33=, 50
50-80-83=, -113
46-34+47=, 59
70-14+98=, 154
94-45+74=, 123
85+47+51=, 183
31+92-48=, 75
85-74-38=, -27
51-45+77=, 83
46-29-59=, -42
61+95+69=, 225
67+30-78=, 19
97+50-45=, 102
59-25+81=, 115
16-21-50=, -55
61-40-52=, -31
92+11-15=, 88
91+47-53=, 85
89+71-56=, 104
27+30-99=, -42
83+76-55=, 104
29-78-50=, -99
22+77+80=, 179
53-77-60=, -84
84+90-31=, 143
52-14+21=, 59
67+19+45=, 131
67-86-31=, -50
97+67-83=, 81
93-58-17=, 18
49+42+74=, 165
39-39-48=, -48
95+78-33=, 140
86-24-13=, 49
85-38+11=, 58
73+50+60=, 183
84-57+22=, 49
67+67+36=, 170
80-48+84=, 116
53-42+74=, 85
40-94-12=, -66
37-88+82=, 31
41+53+62=, 156
46+34+51=, 131
72+52-50=, 74
28-83+60=, 5
44-66+33=, 11
21+55-73=, 3
21-53-98=, -130
19+37-26=, 30
23+15+57=, 95
94+45+34=, 173
82+32+74=, 188
86-14+25=, 97
33-90+84=, 27
90+41-78=, 53
54+61-85=, 30
96+89+43=, 228
15-72+67=, 10
21+69-93=, -3
67-74+20=, 13
81+39-93=, 27
75-14-64=, -3
20-10+86=, 96
24+22+19=, 65
20-57+46=, 9
75-20-39=, 16
54+35-57=, 32
54+53-35=, 72
50+97+91=, 238
50+49-15=, 84
47+75-81=, 41
72-66-80=, -74
18-47+13=, -16
93+26+47=, 166
62-75+82=, 69
91+91-34=, 148
83-84+48=, 47
59+74+43=, 176
44-20+78=, 102
72+54-31=, 95
44+30-54=, 20
62+31-45=, 48
18-73-89=, -144
58-54-29=, -25
56-44+83=, 95
18-85+72=, 5
79-21+53=, 111
98-68-70=, -40
83+60+40=, 183
82-51+17=, 48
44-52-94=, -102
32-69+56=, 19
68-97+26=, -3
71-28+63=, 106
11+37-40=, 8
48+39+79=, 166
93+34+65=, 192
50+14-42=, 22
31-22-59=, -50
28+54-63=, 19
97-91+20=, 26
69+31-28=, 72
25+54+54=, 133
48+75-56=, 67
92+27+58=, 177
31-68+43=, 6
72+20+82=, 174
11-67+96=, 40
28-86-17=, -75
55-25-61=, -31
65+13+56=, 134
18+44+70=, 132
81-26+33=, 88
40-77-37=, -74
69-26+13=, 56
35+35-96=, -26
32+66-36=, 62
57+58+90=, 205
29+15+16=, 60
62+82-86=, 58
80+94-32=, 142
39+91+15=, 145
74+11-59=, 26
36+77+82=, 195
71-74-36=, -39
14+58-84=, -12
50-33-21=, -4
52+29-66=, 15
60-99-86=, -125
90+89+48=, 227
84-36+39=, 87
76-69-62=, -55
59+29-72=, 16
90-94+13=, 9
14-70-61=, -117
95-42+77=, 130
14+58+82=, 154
32+37+87=, 156
20-12+15=, 23
76+62-90=, 48
10+14+44=, 68
88+55+17=, 160
30-51-42=, -63
27+48+32=, 107
12+54+31=, 97
91+99-96=, 94
59+13-74=, -2
94+21-27=, 88
83+44-24=, 103
92-33+11=, 70
78-50+79=, 107
69+61+75=, 205
39+36-62=, 13
51+63+32=, 146
57+19-13=, 63
75+29-32=, 72
99-55+22=, 66
17+65+64=, 146
65+19+22=, 106
34+66+52=, 152
44-85+65=, 24
27+93+38=, 158
27+22+20=, 69
87-99-34=, -46
53+89+36=, 178
41-67-47=, -73
24+76-78=, 22
88+44-65=, 67
46-51+89=, 84
66+60+74=, 200
26+72+51=, 149
25+47-19=, 53
66+90+87=, 243
40-37-52=, -49
44-96+70=, 18
39-99-43=, -103
94+94+26=, 214
35-38+33=, 30
54-26-84=, -56
77-46-75=, -44
93+50+96=, 239
91-87+44=, 48
30-82+74=, 22
21+40+99=, 160
98+28-37=, 89
60-79+73=, 54
21-27-50=, -56
75+36-37=, 74
58+46+18=, 122
24+75+65=, 164
53+62+20=, 135
39+15-40=, 14
65+35-59=, 41
99-46-39=, 14
88+69-52=, 105
23-34+28=, 17
98+65+32=, 195
26-20-68=, -62
65-63-56=, -54
22-79-62=, -119
96+40+98=, 234
27+71-40=, 58
17-56+53=, 14
76-83-81=, -88
61+38+92=, 191
35+92-71=, 56
97-39+83=, 141
11+95-86=, 20
32+79-62=, 49
67-13-58=, -4
21-48-14=, -41
20-48+66=, 38
30+10+26=, 66
56-25+52=, 83
88-20+94=, 162
25-54+86=, 57
26-74+51=, 3
14-59-83=, -128
67+74-86=, 55
21+16-94=, -57
28+13+53=, 94
29-39-11=, -21
18-84+85=, 19
56-19+74=, 111
31-19+26=, 38
19-57-80=, -118
64+22-41=, 45
36+44-96=, -16
12-23+94=, 83
29+27+55=, 111
40-41-48=, -49
40+26+50=, 116
55+86+99=, 240
43+74-32=, 85
82+47-48=, 81
43+15+62=, 120
11-42+83=, 52
23+55+91=, 169
15-87-86=, -158
53+43-80=, 16
30-55-92=, -117
73-16+59=, 116
93+54+24=, 171
28+50+44=, 122
29+64-10=, 83
31+89+22=, 142
50-89-33=, -72
47+19-84=, -18
96-24+10=, 82
95+25-57=, 63
86-93+98=, 91
83+37-63=, 57
52+30+73=, 155
69-51-31=, -13
30+42+93=, 165
96-20+45=, 121
26+67-96=, -3
99+42-80=, 61
70+27+92=, 189
36+83+86=, 205
57+79+72=, 208
59-51-10=, -2
27-55-67=, -95
30+34-49=, 15
64+12+78=, 154
68+85+53=, 206
43-56+67=, 54
33-71-48=, -86
16+82+79=, 177
98-27+89=, 160
41+32-83=, -10
94+16-89=, 21
44+90+39=, 173
39-67+35=, 7
51-99+54=, 6
21-51+83=, 53
29-35+68=, 62
94+67-62=, 99
78+82-43=, 117
92+34-73=, 53
48-40+66=, 74
73+44-95=, 22
82-32-63=, -13
34-81-76=, -123
17+41-82=, -24
97-29+31=, 99
76-95+80=, 61
40+45+79=, 164
40-39-97=, -96
31+77-58=, 50
60-81+24=, 3
90-19-44=, 27
40+32+49=, 121
80+53+64=, 197
83-23+39=, 99
91-51-20=, 20
84-28+98=, 154
37-75-42=, -80
47+66-43=, 70
97+77+73=, 247
89+58-97=, 50
16-99-72=, -155
53+61-68=, 46
23+74-93=, 4
87-45-29=, 13
99+44-44=, 99
82+34-58=, 58
76-46+17=, 47
54+31+11=, 96
64-86-65=, -87
36+92-98=, 30
11+84-88=, 7
71+40-18=, 93
11-26-57=, -72
27+42+44=, 113
34+28-61=, 1
52+16+75=, 143
33+58+30=, 121
23+84-78=, 29
62-97-38=, -73
33+33-44=, 22
15-53+71=, 33
50-43-86=, -79
82-66-42=, -26
14-48-33=, -67
70-71+30=, 29
76-57+72=, 91
11-20-49=, -58
55-41+25=, 39
59+29+74=, 162
77-62+60=, 75
55+46+29=, 130
23-10+19=, 32
22+80-73=, 29
96-30-10=, 56
45+84-28=, 101
94-62-50=, -18
53+16-65=, 4
27-92-55=, -120
14-13-86=, -85
17-34+32=, 15
11+84-15=, 80
77-90+61=, 48
38+67-93=, 12
55-66-77=, -88
96+13+44=, 153
65-53-71=, -59
90-14+54=, 130
89-41-42=, 6
12+26-73=, -35
97-68-15=, 14
97-10+10=, 97
66-68+20=, 18
81-31-38=, 12
43-72+77=, 48
31-66+15=, -20
27+77+98=, 202
54+33-13=, 74
54-30-58=, -34
46+56+75=, 177
10+53+92=, 155
34-99-70=, -135
94+75-24=, 145
27-69+92=, 50
81+78-33=, 126
44-33+82=, 93
42-86-78=, -122
23+93+48=, 164
49+54-98=, 5
95+34+33=, 162
59+82+68=, 209
42+26+94=, 162
11+40+91=, 142
93+81+59=, 233
42-53-49=, -60
20+39+86=, 145
57-15+19=, 61
94+78+86=, 258
61+28-98=, -9
83+81+36=, 200
67+72+59=, 198
86+91-87=, 90
50+34-85=, -1
32+31-39=, 24
78-38+25=, 65
31+60+80=, 171
33-91+37=, -21
97-29-34=, 34
32+99-31=, 100
84-50+54=, 88
40-53+73=, 60
53+73-66=, 60
56-39-45=, -28
65-49+79=, 95
34+96-90=, 40
72-25-58=, -11
36-18-95=, -77
19+15+14=, 48
75+83+33=, 191
30-37-67=, -74
33+54+70=, 157
77-54+81=, 104
89-32-80=, -23
77-28+96=, 145
10+17-78=, -51
80-89+65=, 56
45+99+84=, 228
83+51+17=, 151
44-11-38=, -5
96-61-52=, -17
46+43+47=, 136
84+71+18=, 173
69+84+91=, 244
99-19-91=, -11
83+23-94=, 12
46+55+86=, 187
12+39-27=, 24
69+84-91=, 62
96+61+98=, 255
91-41-89=, -39
56+42-79=, 19
82+20+77=, 179
44-71-89=, -116
75+69-37=, 107
91+75+92=, 258
12-97-79=, -164
20-33+61=, 48
38+82+82=, 202
40+47-74=, 13
36-66+14=, -16
50-58+90=, 82
99+19-29=, 89
33+40+21=, 94
97-20-36=, 41
88+99+93=, 280
23-72+44=, -5
97-21-35=, 41
26+95-62=, 59
16-13-92=, -89
34-48+34=, 20
52+94-66=, 80
24+91-45=, 70
34-41+21=, 14
30-82+60=, 8
95+99+78=, 272
89-41-60=, -12
32+95-30=, 97
16+46-73=, -11
64+25+76=, 165
65-37-82=, -54
21+59+27=, 107
58+11-41=, 28
15-28-96=, -109
62-29+95=, 128
80-63+57=, 74
50-29+14=, 35
24+98+60=, 182
71-88+91=, 74
64-21+63=, 106
38-27+10=, 21
19+61-17=, 63
97+38+77=, 212
39+94-13=, 120
98-52-15=, 31
93-31-87=, -25
75-36-96=, -57
34-32-79=, -77
39-88+37=, -12
45+72-89=, 28
23+80-81=, 22
28+68+69=, 165
79+61-65=, 75
38-96-18=, -76
30+92-15=, 107
47-89+20=, -22
80-27-69=, -16
38+70-74=, 34
66+88-11=, 143
65+83+48=, 196
95+53-53=, 95
53-62+41=, 32
22-31-12=, -21
50+12+25=, 87
53-78+52=, 27
16+53-18=, 51
22+65-96=, -9
51+47+34=, 132
82+20-89=, 13
99+83-29=, 153
64+30-99=, -5
84+48+45=, 177
67-65+73=, 75
98+76+40=, 214
98+44+44=, 186
52+39+80=, 171
40+38-27=, 51
84-76+52=, 60
72-21+76=, 127
45-28+13=, 30
12+87-48=, 51
88-57+88=, 119
29-32+36=, 33
87+15-90=, 12
87-97+72=, 62
91+43+50=, 184
96-62-28=, 6
83+81+22=, 186
47+81+57=, 185
48-82+84=, 50
38-82-82=, -126
92-22+25=, 95
44+19+92=, 155
71+90-47=, 114
48+56-62=, 42
45+77-85=, 37
87+41-44=, 84
36+54+50=, 140
53-75-78=, -100
30+79-33=, 76
86-15+95=, 166
19-33-79=, -93
59+13-85=, -13
75+53-38=, 90
48+60+98=, 206
18+64-67=, 15
12+12+72=, 96
54+45+20=, 119
37-54-35=, -52
29+72+20=, 121
90+65-58=, 97
82+96+18=, 196
75+84+37=, 196
63+45+52=, 160
24+79-36=, 67
69+35+49=, 153
59+76+35=, 170
50+97+60=, 207
90+96+19=, 205
26+80-98=, 8
65-39+98=, 124
98+72-42=, 128
68-35-74=, -41
68-87-88=, -107
72+54+41=, 167
98+63+22=, 183
27+20+59=, 106
19-74-19=, -74
33-26-67=, -60
63-85-24=, -46
14-41-90=, -117
78-57-74=, -53
58+36-76=, 18
15+79-85=, 9
69+28+94=, 191
15-80-52=, -117
40+27-21=, 46
47+19+26=, 92
71-14+66=, 123
25+19-98=, -54
87-62+27=, 52
56-52-94=, -90
79-62+96=, 113
77-55-48=, -26
22-77+38=, -17
85+76+58=, 219
18+95+51=, 164
37+25-84=, -22
27-68-74=, -115
89+82-97=, 74
79-88-44=, -53
45-52-32=, -39
17-55+18=, -20
39-11+33=, 61
66-24-92=, -50
60+17+85=, 162
20-74-32=, -86
12+71+66=, 149
53+85+77=, 215
89-42+95=, 142
65-75-13=, -23
63+62+22=, 147
83-65-15=, 3
69-16-77=, -24
65-46-31=, -12
23-17+15=, 21
32-44+99=, 87
54-40+92=, 106
46-54-98=, -106
80-72+70=, 78
54-51+83=, 86
93+87-22=, 158
94+38+25=, 157
72+58+12=, 142
11-77+71=, 5
32-60-28=, -56
21+31+95=, 147
76+25+21=, 122
68-93-76=, -101
33+50-70=, 13
53-72+66=, 47
12-48+44=, 8
55-91+84=, 48
91-12+41=, 120
94+77-25=, 146
77+71+43=, 191
81+31-25=, 87
25+59+42=, 126
80+96-75=, 101
40-54-83=, -97
94-35-29=, 30
89+38-17=, 110
12+25-98=, -61
87-99-32=, -44
97+96-65=, 128
39+98+27=, 164
85-54-75=, -44
75-54+95=, 116
13-45-30=, -62
63-58+65=, 70
83+63+64=, 210
19+94+15=, 128
59+91+84=, 234
41+54+39=, 134
20+16+93=, 129
86+19+40=, 145
76+72+20=, 168
50+19-71=, -2
42-21-32=, -11
34+80-93=, 21
78-23+63=, 118
95+88-25=, 158
72+47-99=, 20
64+76+99=, 239
79-67-88=, -76
48-22-76=, -50
87+60+22=, 169
52+37+58=, 147
78+26-34=, 70
60-24-50=, -14
57-15-11=, 31
48-89+67=, 26
18+20-29=, 9
13+91-87=, 17
22+61+12=, 95
88+90-29=, 149
14+49-12=, 51
14+53+85=, 152
56-76+10=, -10
96+52+72=, 220
44-57-11=, -24
80-28-37=, 15
47+25-52=, 20
85-17+13=, 81
47-12+11=, 46
49+21+90=, 160
48+23-51=, 20
74+51-63=, 62
52+86-76=, 62
21+35+81=, 137
53+89+60=, 202
34+13+66=, 113
76-45-85=, -54
60+78-68=, 70
30+37-28=, 39
28+86-22=, 92
34-60+18=, -8
22-61+63=, 24
79-29-21=, 29
69+56+31=, 156
73-64-80=, -71
34-27-24=, -17
44+66-96=, 14
64+68+85=, 217
49-61+72=, 60
15-52+97=, 60
15-16+32=, 31
81+53+69=, 203
34-14-37=, -17
12-93-52=, -133
50-95-19=, -64
81+98-60=, 119
70+39+31=, 140
41-39-60=, -58
41-22-48=, -29
61-58+27=, 30
92-35-83=, -26
62-37+41=, 66
97-73+32=, 56
19-46+54=, 27
25+66+62=, 153
22+96+47=, 165
83+96+61=, 240
53-80-83=, -110
26+92+53=, 171
25-70-40=, -85
88+89+12=, 189
30+56+11=, 97
38+97-70=, 65
36-76-99=, -139
81+82-75=, 88
13+66-16=, 63
26+85+44=, 155
22-57+27=, -8
82-49+59=, 92
91-54-92=, -55
34+11+74=, 119
73+14+61=, 148
20+38-12=, 46
97+32+94=, 223
85+77-74=, 88
34+15-61=, -12
67-23+49=, 93
25+42-66=, 1
91+93+32=, 216
49+49+17=, 115
91-84+81=, 88
73+19-81=, 11
28+15-21=, 22
81+95-92=, 84
46-84+20=, -18
71+16+71=, 158
14-29-94=, -109
19-28-32=, -41
82-70+45=, 57
56-24-86=, -54
32-39-22=, -29
90-70+97=, 117
93+46-70=, 69
15+72+64=, 151
59-20-96=, -57
10-28-97=, -115
68-38+79=, 109
75+12+46=, 133
21+29+26=, 76
37-16+43=, 64
66-98-47=, -79
62+34+50=, 146
74+57-92=, 39
61+80-91=, 50
14-31+28=, 11
24+97-52=, 69
51+33-14=, 70
92-29-64=, -1
58-13-95=, -50
83-31-92=, -40
47+55-65=, 37
18-41+29=, 6
14+87+23=, 124
50+22+38=, 110
88-68-50=, -30
87-38-82=, -33
91+59-20=, 130
89+19-46=, 62
73+75-64=, 84
56-52+20=, 24
51+26+44=, 121
81-85-95=, -99
44+42+65=, 151
57+17+70=, 144
98-16-51=, 31
96-82-75=, -61
87+85-92=, 80
40-26+36=, 50
42+72+69=, 183
22-78-47=, -103
86-97+59=, 48
50+53+26=, 129
11-61-34=, -84
49+97+77=, 223
21+29+17=, 67
27-48-11=, -32
16+51+84=, 151
62+98+53=, 213
50+36-43=, 43
56-88-85=, -117
78+29+64=, 171
49+64+22=, 135
73-11+38=, 100
33-45-33=, -45
14-66+62=, 10
97-19+96=, 174
90-98+29=, 21
62-21+93=, 134
67-67+87=, 87
14+29-20=, 23
27-24-65=, -62
82-51-39=, -8
20-61-54=, -95
75+66-44=, 97
30+73-40=, 63
84-72-12=, 0
14-78+53=, -11
99-52+30=, 77
76+43-59=, 60
21-96+78=, 3
48+80+25=, 153
98-16-43=, 39
88+10-53=, 45
51-53-24=, -26
64-56-47=, -39
33+42-20=, 55
12+14-60=, -34
74+99-94=, 79
59-36-46=, -23
80-92-12=, -24
19-36-13=, -30
94-98-57=, -61
77-10+30=, 97
59+19+13=, 91
92-42-85=, -35
76-24-40=, 12
45+24+40=, 109
33+20-69=, -16
73+33-67=, 39
77+49-39=, 87
63+74-37=, 100
52+90-91=, 51
82-30-53=, -1
29-64+38=, 3
49+79+93=, 221
47-98+18=, -33
25+67-82=, 10
55+67+78=, 200
56+65-91=, 30
13-88+75=, 0
77-29+57=, 105
11-41+93=, 63
62+15-19=, 58
75-71-17=, -13
31+45+25=, 101
84+41-65=, 60
42-93+49=, -2
81-45-65=, -29
71-66-94=, -89
51-80+45=, 16
47+32-10=, 69
61-85-20=, -44
44-64+16=, -4
67-82+65=, 50
90+95+66=, 251
52-45+25=, 32
56-39-78=, -61
35-57-48=, -70
22-65-25=, -68
32-53-56=, -77
89-30-13=, 46
75+56+74=, 205
76-49-68=, -41
36-64+87=, 59
57-83+11=, -15
83-38+49=, 94
49+61+29=, 139
21-57-10=, -46
71+72+15=, 158
87+44-30=, 101
11-27+35=, 19
11-61-74=, -124
11+42+75=, 128
75-65+44=, 54
97+30-25=, 102
64+53-69=, 48
54-83+31=, 2
16-64+81=, 33
59-84-35=, -60
63+39-26=, 76
44+83-43=, 84
55+64+19=, 138
91+57-82=, 66
49-14-60=, -25
56+64+56=, 176
23-27+13=, 9
17-30-18=, -31
69-66-17=, -14
30-53-41=, -64
31-16+65=, 80
53-10-33=, 10
66-90+21=, -3
57-61+33=, 29
14-27-69=, -82
71+35+64=, 170
52+47-82=, 17
29-43+50=, 36
77-61-72=, -56
63-62+38=, 39
78-44+90=, 124
68-96-64=, -92
57+82+86=, 225
84-40+82=, 126
61+36+59=, 156
24+25-57=, -8
69+29-34=, 64
21+57+94=, 172
86-13-67=, 6
35+11-76=, -30
57+39+74=, 170
92+23-42=, 73
11-11+80=, 80
15-94-30=, -109
76-68-68=, -60
78+35-43=, 70
75+38-20=, 93
24-42-96=, -114
76+12+74=, 162
82+92+52=, 226
13-45-99=, -131
24+37-19=, 42
28+33+62=, 123
45+24+21=, 90
12+56+37=, 105
29+94-54=, 69
90-75-82=, -67
35+54-29=, 60
79+84-67=, 96
64-56-37=, -29
76-75-23=, -22
83-50-72=, -39
24+96-54=, 66
44-49-19=, -24
59+33+95=, 187
37+61-74=, 24
31-45+65=, 51
89-21-67=, 1
25+21-95=, -49
89-43-78=, -32
60-11+70=, 119
